text,label
Now that I've seen all of the The Lord Of the Rings movies I have nothing to look forward to... ,0
"  About to have a breakdown, I really need a friend",1
why would someone write a movie like The Fault in Our Stars? :'( ,0
I wake up everyday wishing i didn't.....   ,1
"Keep wondering how my life could've turned out, if not shaped by certain . Feeling  & .",1
"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1
Losing somebody that means the world to you ??????°???°???°???°???«???«???«,1
I can't sleep because if this   ??? ,1
I really hate movies about relationships. ,0
I am in complete Christmas withdrawl #???¥  ,0
I've slept the better part of two days away   .,1
@TeeqoFaZe Didnt make the Teeqo OMEGLE CUT!!!!! :( ,0
cannot believe i finished all 6 seasons of gossip girl in a weekâ¦. ,0
Like I'm going for a subway when I clearly shud be eating salad ??·???­ ,0
Dwight Howard been playing like his girl broke up with him or something ,0
It's depressing because it's true???   pic.twitter.com/HNIl8JFKDx,0
This year was the first time I couldnt make it home for Christmas ,0
"Is the  clinically ? FT, 22 dec.  pic.twitter.com/OOpadOAi5M",0
GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,1
I could prolly ball my eyes out right now...  ,1
I'm not go to the beach next week ,0
Oh sorry I'm on your bestfriends list?   ,0
I need a concert in my life ???   ,0
2015 hasnt started yet and I'm already fed up with it ,0
  rules  doesn't don't let it win ?????????????????,0
No one chooses . Its an illness not a choice.,0
My life I take one day at a time I had  more than once & I won't let it take over my life  ,1
"The darkness looming around us this NEW time of YEAR, we must strongly send away no longer live in tears. ?©  ",1
"It is all the same. Goodbye to crappy 2014, howdy and welcome equally crappy 2015! ???   ",0
I know  can be hard to live with don't waste your life help is always available seek it out ,0
"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness.",0
The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones,0
We're an hour away from the toughest months for people suffering from . Please keep a lookout on those nearest & dearest to you,0
" is a garment of heaviness, another evil device of the devil, watch it!",0
"Reminder: Our office is closed tomorrow, Thursday January 1, 2015. See you in the new year!   ",0
Well I've made the step towards a better 2015 by admitting I need help ,1
"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud ",0
When you wished you never woke  ,1
"2014 has been super kind to me, I'll never forget it. Total lifechanger. Best year I've had since I was a teen. Blessed ",0
" the road to recovery is a long and winding road that, may or may not actually be conquered. Try or die trying ",0
I know it's only pretend but Steve's story is really upsetting me  ,0
 need to understand that  is NOT a phase it is the .,0
I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day ,1
I need to cuddle someone sooooo bad!  ,1
" and hell are exactly alike, except sometimes you get brief respites in hell.",0
My heart goes out to Steve in Corrie. Know where yr coming from mate ,0
thankfully music saves me everything  ,0
When you lose you McDonald's name tag   ,0
This Ole Miss game is depressing to watch   ,0
 is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1
How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!,0
" aw this Steve story is heartbreaking.  is THE Worst feeling in the world. Well done, great job on storyline ???",0
   just cried floods of tears whilst watching 'gogglebox',0
The worst part of working  is the  due to f'ed up melatonin and cortisol cycles.  ,1
I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  ,1
"Psalm 34:17 KJV The righteous cry, and the Lord heareth, and delivereth them out of all their troubles.   ",0
"Ending the year the same way it started, depressed. Here's to a happier, more positive year!   ",1
Why can't the voices in my head shut up?!  ,1
thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year   ???¢?????????,1
Ultimate step to overcoming  and  is to make a positive decision YOU are going to do something about it and when.,0
"Is everyone else in the world a  idiot, or am I wrong THAT often? ",1
Let the  and  games Begin!!  pic.twitter.com/jEa3RabTqs,0
" - worst day, 13 July, occasion-  final , min-  ..i couldn't eat my food for days..the sleep was gone.  ",0
It's not selfish to love yourself...it's necessary.     pic.twitter.com/cemC66SQc3,0
You do NOT have to be a victim of  or . Change is easier than you may think; you just have to go about it the right way.,0
I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1
My : Being the nicest I can to other people. And making  my bitch this year.,1
How was your ? Great fun or did you fake enjoyment? Feeling the same about New Years Eve? Need to talk?  ,0
"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    ",0
"The only possible  for  is trying to convince him/her by a huge . Of course they are right, come on!",0
this year started off horrible and ended great. a lot can happen in a year.. ,0
 to combat  make your bed in the AM so you're less inclined to get back in it & stay there all day.,0
Low vitamin D levels contribute to .,0
"5th step to overcoming  and  is to open your mind, it's your own belief systems that are screwed up.  Find another truth.",0
So it's New Year's Eve and I have no plans for New Year's Eve ,0
Taking the Christmas decorations down today ???­ ,0
I hate new year  .___.    ,0
Wasted breath. I wish you more smiles and less stress for the new year.     pic.twitter.com/BpqfpIYq9C,0
Won't you take me to Funky Town ... at Hanover Park Terminus.  ,0
About the friendship of to giants bound by the black dog    pic.twitter.com/CV6CRYPrKm,0
Always sad on New Year ??? Diff time of year 4 lot ppl. Always the hope the next year will b better.  wd b nice 2  ,0
Sometimes love is so painful it eats you up until your nothing   ,1
Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com/HjjybMDHaX,0
"Fellow   sufferers I'm trying to come off  and really struggling, any previous success stories to boost me?",1
"4th step to overcoming  and  is to accept you need help, if you could have done it yourself, you would have, true?",0
"  Group is open every Wednesday, 3pm - 5pm at The Zion Centre, M15 4ZY. Call us for more info: 0161 226 3871",0
People with  or  think everything is about them.   can help you step back and see the big picture.,0
This is a time of year that people are loneliest. Give that lonely person a call or SMS to let them know you care  ,0
"3rd step to overcoming  and  is to realise that you need to change something. Do the same things, get the same results",0
@ddlovato rowing 3000 miles across the Atlantic Ocean with  and  in a fight to  can I get a RT please ??????,0
"New Years Eve- The night I dread and dislike the most,particularly at the moment. ",0
New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,0
 is part of nature's survival system explains my guest John Shearer.,0
   it will get better soon..... HOPEFULLY  pic.twitter.com/FwDjSaurI3,0
I want to give up. I want to go home. I feel like nothing and I'll never heal.   ,1
"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain ",1
I'm honestly really sad it's not snowing here  ,0
Combined with ignorance on mental health. How hard is it to at least accept that the brain might be a really complicated organ? ,0
This is why I can never be alone. ,0
"It's as though being with her is depressing, but when we break up it lifts and I go back to the source of the . Hmm.",1
Robert looks like a lesbian   ,0
" 2 dosorder (hypomania and ) is about 20%, while lesser grade Bipolar Spectrum Disorder is about 70 %",0
Deer season has flown by this year... ,0
"Therapy is all screwed up during the holidays, left me feeling out of sorts worse than the holidays themselves  ",0
Whatever it takes to keep fucking  and bastard  at bay.  Wishing you a bloody happy New Year!  pic.twitter.com/3qWP4Lt25E,0
"The  in  disorder is deeper, darker, and more persistent than in unipolar disorder (depression).",0
I'm so angry. Like I really hate it.  sucks & it's not as simple as âï¸making oneself happyâï¸???,1
"Most of the time those who suffer with  disorder spend it in , not in mania or hypomania.",0
this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????,1
I am finally feeling better. It's good to support each other when going thru things like . We all  each other out. ,0
"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...& not that long ago.   ",0
